multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad
1797,9999868,1932-01-01,15:05,101.0,80,AV SIEMPRE VIVA,R02,IMPAGA,21.0,17.0
1801,AWS167,1932-01-01,15:05,61.0,40,AV SIEMPRE VIVA,R03,ERROR,21.0,19.0
1804,MVU4688,2023-03-21,09:13,97.0,80,AV SIEMPRE VIVA,R01,ERROR,17.0,13.0
1806,FD1475,1932-01-01,15:06,82.0,60,AV SIEMPRE VIVA,R03,IMPAGA,22.0,19.0
1810,9999868,1932-01-01,00:00,158.0,80,AV LIBERTADOR,R03,ERROR,78.0,74.0
1812,MX60NZA,2020-08-25,15:06,83.0,60,AV LIBERTADOR,R02,APELADA,23.0,20.0
1814,GLEN1E,1932-01-01,09:13,118.0,80,AV SIEMPRE VIVA,R01,ERROR,38.0,34.0
1817,VNK296GP,2021-08-22,00:00,88.0,40,AV SIEMPRE VIVA,R02,APELADA,48.0,46.0
1822,GCP332,1932-01-01,09:13,101.0,80,AV LIBERTADOR,R03,APELADA,21.0,17.0
1828,810TCH,2023-03-25,09:14,160.0,80,AV LIBERTADOR,R01,IMPAGA,80.0,76.0
1831,OUTSTDN,1932-01-01,15:07,137.0,60,RUTA 9,R02,ERROR,77.0,74.0
1833,MVU4688,1932-01-01,00:00,74.0,60,RUTA 9,R01,APELADA,14.0,11.0
1840,3646HBH,1932-01-01,09:15,86.0,40,AV LIBERTADOR,R03,APELADA,46.0,44.0
1845,W326AVE,1932-01-01,09:15,78.0,60,AV LIBERTADOR,R03,PAGADA,18.0,15.0
1847,BHRP770,2021-04-07,09:16,67.0,40,RUTA 9,R03,APELADA,27.0,25.0
1848,DK414N,1932-01-01,09:16,81.0,40,AV SIEMPRE VIVA,R01,PAGADA,41.0,39.0
1851,HAMSTUR,2021-11-13,19:19,95.0,40,AV LIBERTADOR,R01,ERROR,55.0,53.0
1854,YLO8WUE,1932-01-01,10:19,98.0,80,AV LIBERTADOR,R02,IMPAGA,18.0,14.0
1857,GCP332,1932-01-01,00:00,159.0,80,RUTA 9,R01,IMPAGA,79.0,75.0
1861,CD05601,1932-01-01,15:07,120.0,60,RUTA 9,R03,IMPAGA,60.0,57.0
1863,WU341A,1932-01-01,00:00,123.0,60,AV SIEMPRE VIVA,R01,PAGADA,63.0,60.0
1865,MVU4688,1932-01-01,00:00,88.0,60,AV SIEMPRE VIVA,R02,IMPAGA,28.0,25.0
1867,GN64OTP,1932-01-01,00:00,44.0,40,AV LIBERTADOR,R01,ERROR,4.0,2.0
1872,GCP332,2021-02-28,15:08,96.0,40,RUTA 9,R03,ERROR,56.0,54.0
1876,VTIIAHV,1932-01-01,00:00,110.0,60,AV LIBERTADOR,R03,PAGADA,50.0,47.0
1878,AWS167,1932-01-01,10:20,144.0,80,AV LIBERTADOR,R01,PAGADA,64.0,60.0
1880,UW3932,1932-01-01,15:08,96.0,40,AV LIBERTADOR,R01,ERROR,56.0,54.0
1892,WU341A,1932-01-01,19:20,109.0,80,AV LIBERTADOR,R01,IMPAGA,29.0,25.0
1894,RFH373,1932-01-01,09:18,75.0,40,AV LIBERTADOR,R03,ERROR,35.0,33.0
1899,PIW4215,1932-01-01,00:00,93.0,80,RUTA 9,R02,IMPAGA,13.0,9.0
1901,B81JKY,2023-10-15,00:00,75.0,60,AV LIBERTADOR,R01,APELADA,15.0,12.0
1907,2999961,1932-01-01,10:20,157.0,80,RUTA 9,R03,IMPAGA,77.0,73.0
1910,HAMSTUR,1932-01-01,19:21,111.0,40,AV LIBERTADOR,R03,APELADA,71.0,69.0
1914,HF58HXP,1932-01-01,00:00,78.0,40,AV LIBERTADOR,R01,PAGADA,38.0,36.0
1915,MVU4688,1932-01-01,15:10,79.0,60,AV SIEMPRE VIVA,R02,APELADA,19.0,16.0
1919,TL03GOG,1932-01-01,19:21,83.0,40,RUTA 9,R02,IMPAGA,43.0,41.0
1920,GN64OTP,1932-01-01,15:10,99.0,80,AV SIEMPRE VIVA,R02,IMPAGA,19.0,15.0
1921,M431ZW,1932-01-01,09:19,105.0,60,AV SIEMPRE VIVA,R03,PAGADA,45.0,42.0
1924,M20CPR,1932-01-01,00:00,116.0,60,AV SIEMPRE VIVA,R01,ERROR,56.0,53.0
1934,WU08YWC,1932-01-01,15:10,159.0,80,AV LIBERTADOR,R02,ERROR,79.0,75.0
1936,GOOGLE,1932-01-01,09:20,129.0,80,AV LIBERTADOR,R02,IMPAGA,49.0,45.0
1943,DK414N,1932-01-01,10:22,100.0,40,AV SIEMPRE VIVA,R03,PAGADA,60.0,58.0
1947,RFH373,1932-01-01,19:22,74.0,60,AV SIEMPRE VIVA,R03,IMPAGA,14.0,11.0
1948,CT5B876,1932-01-01,19:22,155.0,80,RUTA 9,R01,APELADA,75.0,71.0
1951,41RSTZ,2020-12-14,19:22,116.0,40,RUTA 9,R01,ERROR,76.0,74.0
1953,FVIOUHP,1932-01-01,09:20,115.0,60,AV SIEMPRE VIVA,R03,IMPAGA,55.0,52.0
1954,AWS167,1932-01-01,15:11,150.0,80,RUTA 9,R03,ERROR,70.0,66.0
1955,0695DVH,1932-01-01,19:23,139.0,60,AV LIBERTADOR,R01,PAGADA,79.0,76.0
1956,VY90540,2022-06-21,00:00,46.0,40,RUTA 9,R02,ERROR,6.0,4.0
1958,GCP332,1932-01-01,00:00,124.0,80,AV LIBERTADOR,R01,APELADA,44.0,40.0
1968,OUTSTDN,1932-01-01,00:00,117.0,80,AV LIBERTADOR,R03,ERROR,37.0,33.0
1970,VY90540,1932-01-01,09:21,116.0,60,RUTA 9,R02,PAGADA,56.0,53.0
1979,HAMSTUR,2021-01-23,10:23,107.0,40,RUTA 9,R02,APELADA,67.0,65.0
1981,GN64OTP,1932-01-01,10:23,107.0,40,AV LIBERTADOR,R01,PAGADA,67.0,65.0
1984,AWS167,1932-01-01,15:11,78.0,40,AV LIBERTADOR,R03,APELADA,38.0,36.0
1985,M431ZW,1932-01-01,19:25,137.0,80,AV SIEMPRE VIVA,R01,ERROR,57.0,53.0
1989,W326AVE,1932-01-01,15:12,109.0,40,AV LIBERTADOR,R03,APELADA,69.0,67.0
1999,XIIUME,2021-01-01,10:24,131.0,80,AV LIBERTADOR,R02,ERROR,51.0,47.0
2000,CT5B876,1932-01-01,19:25,86.0,40,RUTA 9,R01,APELADA,46.0,44.0
2002,HF3461,2021-04-10,10:24,100.0,80,RUTA 9,R01,APELADA,20.0,16.0
2003,0695DVH,1932-01-01,19:26,154.0,80,RUTA 9,R01,APELADA,74.0,70.0
2005,810TCH,2021-08-18,09:22,64.0,40,AV SIEMPRE VIVA,R01,APELADA,24.0,22.0
2007,8B90638,1932-01-01,15:12,84.0,60,RUTA 9,R01,ERROR,24.0,21.0
2008,W326AVE,1932-01-01,15:13,93.0,60,AV LIBERTADOR,R02,APELADA,33.0,30.0
2009,3646HBH,1932-01-01,00:00,120.0,60,AV SIEMPRE VIVA,R02,IMPAGA,60.0,57.0
2010,831MDB,2021-04-25,00:00,75.0,40,RUTA 9,R03,APELADA,35.0,33.0
2011,990XYK,1932-01-01,09:22,118.0,80,RUTA 9,R03,IMPAGA,38.0,34.0
2012,NHZ1002,2021-05-05,19:26,128.0,80,RUTA 9,R01,IMPAGA,48.0,44.0
2014,AWS167,2021-03-15,15:13,159.0,80,AV LIBERTADOR,R01,IMPAGA,79.0,75.0
2017,M431ZW,1932-01-01,00:00,122.0,80,RUTA 9,R03,ERROR,42.0,38.0
2019,UM96201,1932-01-01,09:22,112.0,40,AV SIEMPRE VIVA,R02,APELADA,72.0,70.0
2021,AWS167,1932-01-01,19:27,51.0,40,AV SIEMPRE VIVA,R01,PAGADA,11.0,9.0
2022,810TCH,1932-01-01,00:00,81.0,60,AV LIBERTADOR,R02,IMPAGA,21.0,18.0
2023,INTIGR8,1932-01-01,19:27,105.0,60,AV SIEMPRE VIVA,R02,ERROR,45.0,42.0
2032,GE1466,1932-01-01,00:00,106.0,80,AV LIBERTADOR,R03,ERROR,26.0,22.0
2036,3646HBH,1932-01-01,09:23,86.0,40,RUTA 9,R01,ERROR,46.0,44.0
2040,FD1475,1932-01-01,19:28,97.0,60,AV SIEMPRE VIVA,R01,IMPAGA,37.0,34.0
2042,XIIUME,1932-01-01,09:23,81.0,60,AV LIBERTADOR,R01,PAGADA,21.0,18.0
2044,6611172,1932-01-01,09:24,155.0,80,AV SIEMPRE VIVA,R02,IMPAGA,75.0,71.0
2050,0695DVH,2023-07-05,15:14,116.0,60,AV LIBERTADOR,R01,IMPAGA,56.0,53.0
2055,W326AVE,1932-01-01,19:28,159.0,80,AV LIBERTADOR,R01,IMPAGA,79.0,75.0
2060,VNK296GP,2023-10-26,19:29,149.0,80,RUTA 9,R02,PAGADA,69.0,65.0
2065,PIW4215,1932-01-01,09:25,85.0,60,AV LIBERTADOR,R01,PAGADA,25.0,22.0
2074,GN64OTP,2020-05-13,19:29,95.0,80,RUTA 9,R02,ERROR,15.0,11.0
2075,CT5B876,1932-01-01,19:29,103.0,80,AV LIBERTADOR,R02,PAGADA,23.0,19.0
2078,NHZ1002,1932-01-01,19:30,111.0,60,AV SIEMPRE VIVA,R01,IMPAGA,51.0,48.0
2082,VY90540,1932-01-01,09:25,58.0,40,AV SIEMPRE VIVA,R02,ERROR,18.0,16.0
2088,B81JKY,1932-01-01,15:15,107.0,80,AV LIBERTADOR,R01,PAGADA,27.0,23.0
2091,41RSTZ,2021-03-01,19:30,85.0,80,AV LIBERTADOR,R03,APELADA,5.0,1.0
2100,GN64OTP,1932-01-01,15:16,51.0,40,RUTA 9,R01,ERROR,11.0,9.0
2102,810TCH,1932-01-01,15:16,60.0,40,AV LIBERTADOR,R01,PAGADA,20.0,18.0
2107,BB8986,1932-01-01,10:27,91.0,80,RUTA 9,R02,APELADA,11.0,7.0
2108,RFH373,1932-01-01,10:27,100.0,60,RUTA 9,R01,ERROR,40.0,37.0
2109,AWS167,1932-01-01,00:00,73.0,40,AV LIBERTADOR,R03,IMPAGA,33.0,31.0
2110,WEFLYN,1932-01-01,09:27,116.0,60,AV LIBERTADOR,R01,IMPAGA,56.0,53.0
2112,HK06YMX,1932-01-01,10:27,148.0,80,AV SIEMPRE VIVA,R03,APELADA,68.0,64.0
2115,GLEN1E,1932-01-01,00:00,89.0,60,AV LIBERTADOR,R02,ERROR,29.0,26.0
2118,FD1475,2022-01-27,00:00,106.0,60,AV LIBERTADOR,R01,IMPAGA,46.0,43.0
2120,2999961,1932-01-01,09:27,139.0,60,RUTA 9,R02,APELADA,79.0,76.0
2128,6NCE831,2021-12-28,09:27,141.0,80,AV SIEMPRE VIVA,R02,IMPAGA,61.0,57.0
2130,831MDB,2021-09-20,00:00,90.0,60,RUTA 9,R01,ERROR,30.0,27.0
2141,HK06YMX,1932-01-01,10:29,149.0,80,AV LIBERTADOR,R01,IMPAGA,69.0,65.0
2146,YLO8WUE,2023-12-25,00:00,113.0,40,AV LIBERTADOR,R03,IMPAGA,73.0,71.0
2147,6611172,2021-01-20,00:00,93.0,40,AV LIBERTADOR,R02,ERROR,53.0,51.0
2149,INTIGR8,1932-01-01,19:31,72.0,60,AV SIEMPRE VIVA,R01,PAGADA,12.0,9.0
2151,HAMSTUR,1932-01-01,10:30,134.0,80,RUTA 9,R02,APELADA,54.0,50.0
2152,GN64OTP,1932-01-01,00:00,56.0,40,AV SIEMPRE VIVA,R01,ERROR,16.0,14.0
2154,FD1475,1932-01-01,10:30,82.0,60,RUTA 9,R02,PAGADA,22.0,19.0
2156,AI7OVF,1932-01-01,09:28,113.0,80,AV LIBERTADOR,R02,ERROR,33.0,29.0
2157,RFH373,1932-01-01,19:31,115.0,80,AV SIEMPRE VIVA,R03,ERROR,35.0,31.0
2160,PIW4215,1932-01-01,00:00,136.0,60,AV LIBERTADOR,R02,APELADA,76.0,73.0
2161,VY90540,2021-05-15,10:30,95.0,40,AV LIBERTADOR,R01,ERROR,55.0,53.0
2167,WU341A,1932-01-01,19:32,103.0,40,AV LIBERTADOR,R02,ERROR,63.0,61.0
2170,BB8986,2023-05-07,09:29,97.0,80,AV LIBERTADOR,R02,APELADA,17.0,13.0
2174,INTIGR8,2022-07-12,09:30,104.0,40,RUTA 9,R03,ERROR,64.0,62.0
2175,8B90638,2020-10-16,19:32,114.0,40,AV LIBERTADOR,R03,IMPAGA,74.0,72.0
2180,BHRP770,1932-01-01,09:30,79.0,40,AV LIBERTADOR,R03,ERROR,39.0,37.0
2181,UM96201,1932-01-01,19:33,116.0,40,AV SIEMPRE VIVA,R01,ERROR,76.0,74.0
2182,990XYK,1932-01-01,19:33,123.0,80,RUTA 9,R01,IMPAGA,43.0,39.0
2188,XIIUME,2022-01-23,15:18,129.0,80,AV LIBERTADOR,R02,IMPAGA,49.0,45.0
2192,589222,1932-01-01,10:31,89.0,60,AV SIEMPRE VIVA,R02,PAGADA,29.0,26.0
2196,6NCE831,1932-01-01,00:00,88.0,40,AV SIEMPRE VIVA,R03,ERROR,48.0,46.0
2197,VTIIAHV,2021-07-18,10:31,116.0,40,RUTA 9,R01,APELADA,76.0,74.0
2198,81ZFJD,1932-01-01,09:30,143.0,80,AV LIBERTADOR,R02,ERROR,63.0,59.0
2201,0695DVH,1932-01-01,10:32,112.0,80,AV LIBERTADOR,R02,IMPAGA,32.0,28.0
2202,MX60NZA,1932-01-01,09:30,96.0,40,RUTA 9,R02,IMPAGA,56.0,54.0
2205,6NCE831,1932-01-01,10:32,103.0,80,AV LIBERTADOR,R02,PAGADA,23.0,19.0
2213,M431ZW,1932-01-01,00:00,108.0,80,AV LIBERTADOR,R01,IMPAGA,28.0,24.0
2225,HF3461,1932-01-01,10:33,81.0,60,RUTA 9,R03,PAGADA,21.0,18.0
2226,UM96201,1932-01-01,00:00,106.0,40,AV LIBERTADOR,R02,PAGADA,66.0,64.0
2237,MPX9357,1932-01-01,15:19,84.0,60,AV LIBERTADOR,R01,APELADA,24.0,21.0
2243,9999868,2021-04-23,00:00,75.0,60,RUTA 9,R01,PAGADA,15.0,12.0
2245,9999868,1932-01-01,10:33,91.0,40,AV LIBERTADOR,R02,IMPAGA,51.0,49.0
2247,WU08YWC,1932-01-01,15:19,74.0,60,AV SIEMPRE VIVA,R03,IMPAGA,14.0,11.0
2250,INTIGR8,1932-01-01,10:34,117.0,40,AV SIEMPRE VIVA,R03,ERROR,77.0,75.0
2255,6EVY261,1932-01-01,00:00,99.0,80,AV LIBERTADOR,R02,APELADA,19.0,15.0
2260,VNK296GP,2021-04-16,10:34,126.0,60,AV LIBERTADOR,R02,PAGADA,66.0,63.0
2261,6611172,1932-01-01,15:20,136.0,80,AV LIBERTADOR,R02,PAGADA,56.0,52.0
2263,6NCE831,1932-01-01,00:00,109.0,60,AV LIBERTADOR,R02,APELADA,49.0,46.0
2267,GLEN1E,1932-01-01,15:20,109.0,80,AV SIEMPRE VIVA,R03,IMPAGA,29.0,25.0
2269,GE1466,1932-01-01,09:32,159.0,80,RUTA 9,R03,APELADA,79.0,75.0
2274,GE1466,2020-12-11,10:35,122.0,60,RUTA 9,R01,APELADA,62.0,59.0
2276,6NCE831,2020-11-19,15:21,94.0,80,AV LIBERTADOR,R02,IMPAGA,14.0,10.0
2279,0695DVH,1932-01-01,10:35,121.0,60,AV LIBERTADOR,R01,IMPAGA,61.0,58.0
2281,FD1475,1932-01-01,09:33,67.0,40,AV SIEMPRE VIVA,R03,ERROR,27.0,25.0
2288,81ZFJD,1932-01-01,10:35,114.0,40,AV SIEMPRE VIVA,R02,IMPAGA,74.0,72.0
2289,BX55DOG,1932-01-01,10:35,91.0,60,AV LIBERTADOR,R03,ERROR,31.0,28.0
2296,3646HBH,1932-01-01,10:36,116.0,60,RUTA 9,R02,PAGADA,56.0,53.0
2303,BX55DOG,1932-01-01,00:00,156.0,80,AV SIEMPRE VIVA,R02,IMPAGA,76.0,72.0
2308,MX60NZA,1932-01-01,00:00,53.0,40,AV LIBERTADOR,R01,APELADA,13.0,11.0
2309,INTIGR8,1932-01-01,09:35,92.0,60,AV SIEMPRE VIVA,R03,APELADA,32.0,29.0
2310,M431ZW,2022-02-25,00:00,89.0,80,AV LIBERTADOR,R01,ERROR,9.0,5.0
2314,81ZFJD,1932-01-01,15:23,106.0,60,AV LIBERTADOR,R03,ERROR,46.0,43.0
2320,GE1466,1932-01-01,19:38,84.0,60,AV LIBERTADOR,R02,PAGADA,24.0,21.0
2325,WU08YWC,1932-01-01,09:36,103.0,40,RUTA 9,R01,PAGADA,63.0,61.0
2327,PIW4215,2022-10-10,15:23,142.0,80,AV SIEMPRE VIVA,R01,ERROR,62.0,58.0
2334,MX60NZA,2023-10-12,15:23,130.0,80,AV LIBERTADOR,R02,APELADA,50.0,46.0
2336,NHZ1002,1932-01-01,10:37,70.0,40,AV SIEMPRE VIVA,R03,IMPAGA,30.0,28.0
2342,5777770,1932-01-01,10:37,126.0,80,AV LIBERTADOR,R03,IMPAGA,46.0,42.0
2344,8B90638,1932-01-01,09:37,140.0,60,RUTA 9,R03,IMPAGA,80.0,77.0
2346,TL03GOG,1932-01-01,15:23,120.0,80,AV SIEMPRE VIVA,R02,PAGADA,40.0,36.0
2347,5777770,1932-01-01,00:00,129.0,60,RUTA 9,R03,PAGADA,69.0,66.0
2348,M20CPR,1932-01-01,15:24,125.0,60,AV LIBERTADOR,R03,IMPAGA,65.0,62.0
2350,FVIOUHP,1932-01-01,00:00,50.0,40,AV SIEMPRE VIVA,R01,APELADA,10.0,8.0
2351,BX55DOG,1932-01-01,15:24,74.0,40,AV LIBERTADOR,R02,IMPAGA,34.0,32.0
2358,XIIUME,2020-06-15,19:40,114.0,40,RUTA 9,R01,PAGADA,74.0,72.0
2360,WU08YWC,2023-07-30,15:24,68.0,60,AV SIEMPRE VIVA,R02,ERROR,8.0,5.0
2364,TL03GOG,1932-01-01,00:00,133.0,60,AV LIBERTADOR,R02,APELADA,73.0,70.0
2369,691XC80,1932-01-01,19:40,107.0,60,AV SIEMPRE VIVA,R01,ERROR,47.0,44.0
2370,RFH373,1932-01-01,10:38,98.0,80,AV SIEMPRE VIVA,R02,IMPAGA,18.0,14.0
2371,GN64OTP,1932-01-01,10:38,93.0,80,AV LIBERTADOR,R03,PAGADA,13.0,9.0
2374,W326AVE,1932-01-01,09:37,80.0,40,RUTA 9,R03,ERROR,40.0,38.0
2378,RFH373,1932-01-01,00:00,148.0,80,RUTA 9,R02,APELADA,68.0,64.0
2381,INTIGR8,1932-01-01,10:38,97.0,40,RUTA 9,R03,PAGADA,57.0,55.0
2383,691XC80,2023-05-19,00:00,67.0,60,AV LIBERTADOR,R01,APELADA,7.0,4.0
2384,3646HBH,1932-01-01,00:00,68.0,40,AV LIBERTADOR,R01,IMPAGA,28.0,26.0
2391,AI7OVF,2023-09-28,15:25,140.0,60,RUTA 9,R02,PAGADA,80.0,77.0
2393,BHRP770,2020-12-08,09:38,61.0,40,AV SIEMPRE VIVA,R03,IMPAGA,21.0,19.0
2394,MVU4688,1932-01-01,19:42,68.0,60,AV LIBERTADOR,R03,ERROR,8.0,5.0
2395,XIIUME,2020-06-09,15:25,117.0,60,RUTA 9,R02,ERROR,57.0,54.0
2396,M431ZW,1932-01-01,19:42,157.0,80,AV SIEMPRE VIVA,R01,ERROR,77.0,73.0
2397,M431ZW,1932-01-01,15:26,118.0,80,AV LIBERTADOR,R02,IMPAGA,38.0,34.0
2400,CD05601,2023-05-16,15:26,80.0,60,RUTA 9,R01,ERROR,20.0,17.0
2401,WU08YWC,2021-07-25,19:42,146.0,80,RUTA 9,R02,IMPAGA,66.0,62.0
2403,AWS167,1932-01-01,19:43,78.0,40,RUTA 9,R01,PAGADA,38.0,36.0
2419,HK06YMX,1932-01-01,10:39,100.0,80,AV LIBERTADOR,R01,PAGADA,20.0,16.0
2423,DK414N,1932-01-01,00:00,123.0,60,AV SIEMPRE VIVA,R02,PAGADA,63.0,60.0
2425,WU08YWC,1932-01-01,09:39,117.0,40,RUTA 9,R02,IMPAGA,77.0,75.0
2428,WEFLYN,1932-01-01,10:40,98.0,40,AV LIBERTADOR,R02,PAGADA,58.0,56.0
2433,NTHGLFT,1932-01-01,19:45,92.0,40,AV SIEMPRE VIVA,R03,IMPAGA,52.0,50.0
2434,HF3461,1932-01-01,00:00,57.0,40,RUTA 9,R01,APELADA,17.0,15.0
2436,BHRP770,1932-01-01,00:00,49.0,40,AV LIBERTADOR,R02,ERROR,9.0,7.0
2437,6611172,1932-01-01,15:27,50.0,40,AV SIEMPRE VIVA,R03,IMPAGA,10.0,8.0
2438,GCP332,2022-04-10,09:40,96.0,60,AV LIBERTADOR,R03,ERROR,36.0,33.0
2441,TL03GOG,2022-05-07,19:45,77.0,40,AV LIBERTADOR,R01,PAGADA,37.0,35.0
2444,VNK296GP,1932-01-01,09:40,130.0,80,RUTA 9,R03,PAGADA,50.0,46.0
2446,990XYK,2020-08-03,09:40,102.0,80,RUTA 9,R01,APELADA,22.0,18.0
2447,831MDB,2023-01-28,09:40,133.0,80,AV LIBERTADOR,R02,APELADA,53.0,49.0
2449,CD05601,1932-01-01,00:00,67.0,60,AV LIBERTADOR,R02,ERROR,7.0,4.0
2450,831MDB,1932-01-01,10:40,126.0,80,AV SIEMPRE VIVA,R02,PAGADA,46.0,42.0
2455,CD05601,1932-01-01,15:28,122.0,60,AV SIEMPRE VIVA,R02,PAGADA,62.0,59.0
2465,MPX9357,2021-09-14,09:42,106.0,40,AV LIBERTADOR,R01,IMPAGA,66.0,64.0
2466,MVU4688,1932-01-01,00:00,87.0,80,RUTA 9,R01,PAGADA,7.0,3.0
2469,MVU4688,1932-01-01,00:00,106.0,40,RUTA 9,R03,PAGADA,66.0,64.0
2471,AWS167,1932-01-01,10:41,45.0,40,AV SIEMPRE VIVA,R03,ERROR,5.0,3.0
2472,GOOGLE,1932-01-01,10:41,107.0,40,AV LIBERTADOR,R02,APELADA,67.0,65.0
2476,5777770,2021-06-11,19:46,94.0,40,AV SIEMPRE VIVA,R01,APELADA,54.0,52.0
2479,MX60NZA,1932-01-01,09:42,58.0,40,AV LIBERTADOR,R01,APELADA,18.0,16.0
2483,5777770,1932-01-01,10:42,95.0,40,RUTA 9,R03,ERROR,55.0,53.0
2485,HF58HXP,1932-01-01,15:29,86.0,60,RUTA 9,R01,ERROR,26.0,23.0
2489,GLEN1E,1932-01-01,09:43,70.0,40,RUTA 9,R03,PAGADA,30.0,28.0
2492,BB8986,1932-01-01,19:47,115.0,40,RUTA 9,R01,ERROR,75.0,73.0
2493,6EVY261,1932-01-01,00:00,107.0,40,AV LIBERTADOR,R03,APELADA,67.0,65.0
2500,NTHGLFT,2023-08-16,00:00,63.0,40,AV LIBERTADOR,R01,APELADA,23.0,21.0
2504,691XC80,1932-01-01,09:43,114.0,40,RUTA 9,R01,IMPAGA,74.0,72.0
2509,MX60NZA,1932-01-01,10:42,106.0,40,AV LIBERTADOR,R01,IMPAGA,66.0,64.0
2512,AI7OVF,1932-01-01,10:43,81.0,40,AV LIBERTADOR,R03,IMPAGA,41.0,39.0
2517,OUTSTDN,1932-01-01,00:00,140.0,80,AV SIEMPRE VIVA,R01,APELADA,60.0,56.0
2518,HK06YMX,1932-01-01,15:29,49.0,40,AV SIEMPRE VIVA,R03,APELADA,9.0,7.0
2520,AI7OVF,1932-01-01,09:44,112.0,40,AV SIEMPRE VIVA,R02,PAGADA,72.0,70.0
2523,UM96201,1932-01-01,09:44,64.0,40,RUTA 9,R03,APELADA,24.0,22.0
2527,6EVY261,1932-01-01,09:44,144.0,80,AV SIEMPRE VIVA,R03,ERROR,64.0,60.0
2530,UM96201,1932-01-01,10:43,123.0,80,AV LIBERTADOR,R02,APELADA,43.0,39.0
2534,DK414N,1932-01-01,09:45,110.0,40,AV LIBERTADOR,R03,APELADA,70.0,68.0
2536,B81JKY,1932-01-01,09:45,118.0,60,AV LIBERTADOR,R02,ERROR,58.0,55.0
2539,B81JKY,1932-01-01,10:43,111.0,40,AV SIEMPRE VIVA,R01,APELADA,71.0,69.0
2540,AI7OVF,1932-01-01,15:30,67.0,40,AV LIBERTADOR,R03,APELADA,27.0,25.0
2541,81ZFJD,1932-01-01,10:44,127.0,60,RUTA 9,R01,IMPAGA,67.0,64.0
2542,AWS167,1932-01-01,09:45,114.0,60,RUTA 9,R02,ERROR,54.0,51.0
2543,XIIUME,1932-01-01,10:44,106.0,80,AV SIEMPRE VIVA,R01,IMPAGA,26.0,22.0
2544,WEFLYN,1932-01-01,15:30,121.0,80,AV LIBERTADOR,R02,IMPAGA,41.0,37.0
2548,HAMSTUR,1932-01-01,19:49,84.0,60,RUTA 9,R01,PAGADA,24.0,21.0
2549,BX55DOG,1932-01-01,19:49,93.0,40,AV SIEMPRE VIVA,R01,APELADA,53.0,51.0
2550,WU08YWC,1932-01-01,00:00,75.0,60,AV SIEMPRE VIVA,R01,IMPAGA,15.0,12.0
2554,NHZ1002,1932-01-01,00:00,72.0,40,AV LIBERTADOR,R03,PAGADA,32.0,30.0
2556,CT5B876,1932-01-01,00:00,150.0,80,AV LIBERTADOR,R03,IMPAGA,70.0,66.0
2557,M20CPR,1932-01-01,15:31,136.0,80,AV LIBERTADOR,R01,ERROR,56.0,52.0
2560,691XC80,1932-01-01,15:31,115.0,60,AV LIBERTADOR,R01,PAGADA,55.0,52.0
2561,WEFLYN,1932-01-01,19:49,101.0,40,AV LIBERTADOR,R03,IMPAGA,61.0,59.0
2562,81ZFJD,2020-08-14,15:31,89.0,80,RUTA 9,R01,PAGADA,9.0,5.0
2563,BHRP770,1932-01-01,09:46,118.0,40,AV SIEMPRE VIVA,R03,ERROR,78.0,76.0
2565,2999961,1932-01-01,00:00,128.0,60,AV SIEMPRE VIVA,R02,ERROR,68.0,65.0
2566,HF3461,1932-01-01,15:31,118.0,80,RUTA 9,R02,APELADA,38.0,34.0
2567,FD1475,1932-01-01,09:46,110.0,60,AV SIEMPRE VIVA,R02,PAGADA,50.0,47.0
2568,41RSTZ,1932-01-01,00:00,105.0,60,AV LIBERTADOR,R03,ERROR,45.0,42.0
2569,BHRP770,1932-01-01,09:46,90.0,40,AV SIEMPRE VIVA,R02,PAGADA,50.0,48.0
2570,NHZ1002,1932-01-01,10:45,156.0,80,AV SIEMPRE VIVA,R02,IMPAGA,76.0,72.0
2573,M20CPR,1932-01-01,15:32,69.0,40,AV LIBERTADOR,R01,IMPAGA,29.0,27.0
2574,INTIGR8,2021-01-11,00:00,139.0,60,AV LIBERTADOR,R01,ERROR,79.0,76.0
2576,M20CPR,1932-01-01,10:45,115.0,80,AV LIBERTADOR,R02,ERROR,35.0,31.0
2578,HF58HXP,2022-09-29,10:45,134.0,60,AV LIBERTADOR,R02,APELADA,74.0,71.0
2584,6611172,2023-11-14,00:00,112.0,80,RUTA 9,R02,PAGADA,32.0,28.0
2587,9999868,1932-01-01,10:45,118.0,60,RUTA 9,R02,APELADA,58.0,55.0
2598,831MDB,1932-01-01,19:51,122.0,80,AV LIBERTADOR,R02,ERROR,42.0,38.0
2600,HF3461,1932-01-01,10:46,127.0,80,RUTA 9,R03,APELADA,47.0,43.0
2601,TL03GOG,1932-01-01,19:51,65.0,40,AV LIBERTADOR,R02,PAGADA,25.0,23.0
2603,9999868,2022-11-01,09:47,130.0,80,AV LIBERTADOR,R03,APELADA,50.0,46.0
2607,BB8986,2022-05-25,10:46,127.0,80,AV LIBERTADOR,R03,ERROR,47.0,43.0
2608,3646HBH,1932-01-01,19:51,69.0,60,AV LIBERTADOR,R02,APELADA,9.0,6.0
2611,WEFLYN,1932-01-01,00:00,138.0,80,RUTA 9,R03,PAGADA,58.0,54.0
